api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7218049,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Muthanna,Al Khidhir,,Al Tawba,31.352,45.482,Al Mirbad,"On 8 September 2020, residents of Al Tawba village organized a demonstration to demand better public services, for a third day and blocked a main road in Al Tawba, Al Khidir district, Muthanna province. On 9 September, they announced a one week stop to their demonstrations, to give the government time to implement their demands. [size=no report]",0,1600130176
7218057,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Counter-Terrorism Service,,Islamic State (Iraq),,Middle East,Iraq,Anbar,Falluja,,Fallujah,33.3491,43.786,Al Sumaria TV,"On 8 September 2020, Counter-Terrorism Service killed 2 IS militants in Fallujah district, Anbar.",2,1600130176
7218062,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Diyala,Muqdadiyah,,Abu Saida,33.9289,44.7761,Ayn Al Iraq News,"On 8 September 2020, unidentified gunmen shot and injured a civilian in Abu Saida , Diyala, the cause of the attack is unknown.",0,1600130176
7218113,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Radio Nawa,"On 8 September 2020, dozens of demonstrators from the Al-Jawadin neighborhood known as Al-Naft Street in Kut blocked the street leading to the Wasit oil depot, to demonstrate against poor public services. [size=dozens]",0,1600130176
7218116,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Razuike,37.02,43.5,Rudaw,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Razik (Razuike) Amedi district in Dahuk. Sources reported that there were no fatalities.",0,1600130176
7218123,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq); Labour Group (Iraq); Kurdish Ethnic Group (Iraq),,,Middle East,Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,Shafaaq News,"On 8 September 2020, dozens of Kurdish teachers and employees of the Kurdish Education Department organized a protest in front of in the Kirkuk Education Directorate in Kirkuk City, demanding to meet with the Prime Minister. [size=dozens]",0,1600130176
7218125,1,TAS,Violence against civilians,Attack,Military Forces of Turkey (2016-),,Civilians (Iraq),,Middle East,Iraq,Erbil,Soran,,Soran,36.6543,44.5377,Shafaaq News,"On 8 September 2020, Turkish forces opened fire at 3 villages in Soran district in Erbil. Source reported that there were no injuries among the residents of the villages.",0,1600130176
7217882,1,TAS,Strategic developments,Change to group/activity,Military Forces of Iraq (2020-) Popular Mobilization Forces,Badr Organization; Liwa al-Taff; Saraya Ansar al-'Aqeeda; Liwa al Imam Muhammad al Jawad,,,Middle East,Iraq,Diyala,Khanaqin,,Sadiya,34.1875,45.1175,Baghdad Today; Al Maloomah,"Movement of forces: On 8 September 2020, the 1st (Liwa al Imam Muhammad al Jawad, Badr Organization), 4th (Badr Organization), 20th (Liwa al-Taff), 23rd (Badr Organization), 28th (Saraya Ansar al-'Aqeeda), and 110th (Badr Organization) brigades in the Popular Mobilization Forces redeployed units to secure the periphery of Sadiya, Jalawla, Khanaqin districts and Alwand River basin (Mistat Alwand), Diyala province from IS remnants and explosives.",0,1600130175
7217883,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Military Forces of Iraq (2020-) Popular Mobilization Forces; Quwat Wa'ad Allah,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Yaqein; Al Mirbad; Al Sumaria TV; Rudaw; Shafaaq News,"On 8 September 2020, unidentified gunmen on a motorcycle shot and killed two people, a civilian and a member of the PMF's Waad Allah forces in a car in Qibla neighbourhood in the city of Basrah. The third passenger was injured.",2,1600130175
7217884,1,TAS,Riots,Violent demonstration,Rioters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,Al Mirbad; Radio Nawa,"On 8 September 2020, a number of demonstrators gathered outside the Babil Health Department in Hilla City by cutting off the bridge with use of burining tires to demand improvement of the health situation in the governorate. [size=no report]",0,1600130175
7217885,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Police Forces of Iraq (2020-) Rapid Reaction Force,Global Coalition Against Daesh; Labour Group (Iraq),Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Sumaria TV; Yaqein; National Iraqi News Agency; Baghdad Today; Al Mirbad; Liveuamap; Watan (Iraq); Rudaw,"On 8 September 2020, an unidentified armed group exploded an IED targeting a convoy of logistical support of the International Coalition Forces on the Diwaniya - Babylon highway, which led to the death of a member of the SWAT forces affiliated with the Diwaniya Governorate Police Command, who were part of the convoy. Three other associates were injured in the explosion.",1,1600130175
7217886,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Global Coalition Against Daesh,Labour Group (Iraq); Police Forces of Iraq (2020-),Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Al Sumaria TV; Shafaaq News; National Iraqi News Agency; Baghdad Today; Al Mirbad,"On 8 September 2020, an unidentified armed group exploded an IED on a convoy of a company contracting with the International Coalition in Al-Nabai area, north of Baghdad, injuring a member of Iraqi security and the driver.",0,1600130175
7217887,1,TAS,Explosions/Remote violence,Suicide bomb,Islamic State (Iraq),,Police Forces of Iraq (2020-),,Middle East,Iraq,Kirkuk,Kirkuk,,Rashad,35.1343,44.0876,Baghdad Post; Al Sumaria TV; Liveuamap; Basnews; National Iraqi News Agency; Shafaaq News; Al Mirbad; Rudaw,"On 8 September 2020, an IS militant detonated his suicide bomb vest and injured at least 2 policemen in Abu Shihta in Rashad district in Kirkuk during a search operation. Later in the day, another suicide attack occurred in the Rashad district.",2,1600130175
7217888,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Bildisha,37.11,43.02,Baghdad Post; Basnews,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Bildisha (Bidhe) in Zakho district, Dahuk. No fatalities occurred.",0,1600130175
7217889,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Khishtana,37.18,42.6,Baghdad Post; Basnews,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Khishtana (Keshte) in Zakho district, Dahuk. No fatalities occurred.",0,1600130175
7217890,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Ira,37.29,42.83,Baghdad Post; Basnews,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Ira (Ora) in Zakho district, Dahuk. No fatalities occurred.",0,1600130175
7217891,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Beshilk,37.1,42.83,Baghdad Post; Basnews,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Beshilk (Beshish) in Zakho district, Dahuk. No fatalities occurred.",0,1600130175
7217892,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Hiroor,37.25,43.23,Basnews; Baghdad Post,"On 8 September 2020, Turkish forces conducted airstrikes in the village of Hiroor (Hirore) in Amedi district in Dahuk. No fatalities occurred.",0,1600130175
7217894,1,TAS,Battles,Armed clash,Police Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Haweeja,,Haweeja,35.3271,43.7694,ROJ News; Shafaaq News,"On 8 September 2020, Federal Police forces engaged in an armed clash with IS militants in Haweeja district, Kirkuk, causing a suicide bomber to detonate his vest. A policeman was killed and another injured.",2,1600130175
7217895,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Government of Iraq (2020-),Middle East,Iraq,Sala al-Din,Samarra,,Samarra,34.1959,43.8857,Liveuamap; Ayn Al Iraq News; Yaqein,"On 8 September 2020, unidentified snipers shot at the car of the mayor of Samarra district in Salah al-Din governorate near the general hospital in the city of Samarra, the bullets smashed the windshield of his car, but no injuries occurred.",0,1600130175
7217903,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,Mezopotamya Agency; People's Defense Forces,"On 8 September 2020, Turkish Military forces conducted airstrikes against PKK targets in Cemco area (Kurdish name) of the Amadiya district of Dahuk, Northern Iraq. No information on casualties was reported, but the source claimed the attacks set the forest areas ablaze.",0,1600130175
7217904,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Baze,37.1767,43.2621,A Haber; Anadolu Agency; Rudaw; People's Defense Forces,"On 8 September 2020, Turkish Military forces conducted airstrikes in the vicinities of Baze and Ceqela villages in Metina region of Dahuk, Northern Iraq. Turkish sources reported that total 4 PKK militants were killed or injured in the attacks and several civilian homes were damaged. Total 2 events (one event in Baze village and another event in Ceqela village) were coded.",0,1600130175
7217905,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Chaqala,37.21,43.18,A Haber; Anadolu Agency; Rudaw,"On 8 September 2020, Turkish Military forces conducted airstrikes in the vicinities of Baze and Ceqela villages in Metina region of Dahuk, Northern Iraq. Turkish sources reported that total 4 PKK militants were killed or injured in the attacks. Total 2 events (one event in Baze village and another event in Ceqela village) were coded.",0,1600130175
7218976,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Razuike,37.02,43.5,Rudaw,"On 7 September 2020, Turkish forces conducted airstrikes in the village of Razukie (Razik) in Amedi district, Dahuk, setting mountains and trees on fire. Neither injuries nor fatalities occurred.",0,1600131726
7218033,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 7 September 2020, a number of daily wage workers at the Khor Al-Zubair Vocational Training Center in Basrah organized a protest in front of Al-Maqal Port in the city of Basrah to protest the delayed payment of their salaries. [size=no report]",0,1600130176
7218034,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq),,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 7 September 2020, dozens of lecturers organized a demonstration in front of the Diwaniya General Directorate of Education in the city of Diwaniya to demand the release of degrees and the appointment of degree holders as lecturers and the removal of lecturers from non-educational specializations. [size=dozens]",0,1600130176
7218035,1,TAS,Riots,Violent demonstration,Rioters (Iraq),,,,Middle East,Iraq,Thi-Qar,Rifai,,An-Nasr,31.5387,46.1254,Al Mirbad,"On 7 September 2020, rioters cut the main road between Baghdad and the city of Nassriya by use of burning tires in An-Nasr district, Thi Qar, expressing their anger at the failure to complete the maintenance of the An-Nasr Concrete Bridge, which lead to several accidents . [size=no report]",0,1600130176
7218067,1,TAS,Violence against civilians,Attack,Military Forces of Iraq (2020-) Popular Mobilization Forces,Peace Companies; Shiite Muslim Militia (Iraq),Civilians (Iraq),,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Basnews,"On 7 September 2020, an armed member of the PMF's Peace Companies killed five family members in their home in Baghdad City, over comments they have made on social media criticizing the Shia cleric Muqtada al-Sadr. He also wrote ""This is the penalty for those who attack the Sadr family"" on the wall.",5,1600130176
7218078,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Erbil,Makhmur,,Makhmur,35.7728,43.5897,Liveuamap,"On 7 September 2020, Iraqi forces conducted airstrikes in Makhmur mountains in Arbil targeting IS dens. No fatalities/injuries reported by the source.",0,1600130176
7218114,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq); Kurdish Ethnic Group (Iraq),,,Middle East,Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,ROJ News,"On 7 September 2020, dozens of top graduates from universities in the Kurdistan region organized a protest in front of the Council of Ministers building in Erbil City to demand job opportunities and government appointment. [size=dozens]",0,1600130176
7218117,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Ira,37.29,42.83,Rudaw,"On 7 September 2020, Turkish forces conducted airstrikes in the village of Ira in Zakho district, Dahuk, setting mountains and trees on fire. No fatalities/injuries reported by the source.",0,1600130176
7218126,1,TAS,Strategic developments,Change to group/activity,Police Forces of Iraq (2020-) Rapid Reaction Force,,,,Middle East,Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,Shafaaq News,"Change to armed group: On 7 September 2020, the Rapid Response Division expanded their presence by deploying 500 officers and forming an affiliated regiment in the governorate of Kirkuk.",0,1600130176
7217872,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Yaqein; Al Mirbad,"On 7 September 2020, dozens of Ur district residents, Thi Qar, organized a demonstration in front of the governorate building in Nassriya City to protest against the deterioration of services in their areas. [size=dozens]",0,1600130175
7217873,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Al-Faw,,Al-Faw,29.9742,48.4731,Al Mirbad; Yaqein,"On 7 September 2020, dozens of graduates from Al-Faw district cut the road to the Al-Faw oil depot in Al-Faw, Basrah, in order to meet their demands for getting hired by the government. [size=dozens]",0,1600130175
7217874,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Muthanna,Al Khidhir,,Al Tawba,31.352,45.482,Yaqein; Al Mirbad,"On 7 September 2020, residents of Al Tawba village organized a demonstration to demand improvement of the public services, cutting off the main road in Al Tawba village, Muthanna, used to enter the government asphalt plant near their area. [size=no report]",0,1600130175
7217875,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Counter-Terrorism Service,Global Coalition Against Daesh,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Daquq,,Talaa Dihn al -Thaniya,34.8587,44.2121,Xinhua; Baghdad Post; Patriotic Union of Kurdistan; Sotaliraq; National Iraqi News Agency; Rudaw; Al Mada; Al Sumaria TV; Liveuamap; All Iraq News Agency; Baghdad Today; Shafaaq News; BBC News; Al Mirbad,"On 7 September 2020, Counter-Terrorism Service were part of an airdrop operation backed by the Global Colaition and killed 2 IS leaders who attempted to flee and arrested 2 other militants in village of Talaa Dihn al -Thaniya, Daquq, Kirkuk.",2,1600130175
7217876,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Military Forces of the United States (2017-),Global Coalition Against Daesh; Labour Group (Iraq),Middle East,Iraq,Baghdad,Kadhimiya,,Baghdad - Kadhimiya,33.3805,44.3462,Liveuamap; Al Mirbad; Rudaw; Baghdad Today; Yaqein; Al Sumaria TV; National Iraqi News Agency; Shafaaq News; BBC News,"On 7 September 2020, an unidentified armed group exploded an IED targeting a convoy carrying containers for a logistical support company, affiliated with the Global Coalition Against Daesh - US forces that withdrew from Al-Taji camp, at the start of Al-Shula highway, in the city of Baghdad - Kadhimiya, shattering the glass of one vehicles in the convoy.",0,1600130175
7217878,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Batifa,37.1745,43.0123,Ayn Al Iraq News; Shafaaq News,"On 7 September 2020, Turkish military forces shelled 7 villages in the Batifa area in Zakho district, Dahuk. 48 artillery shells fell in the area and no fatalities/injuries reported by the source.",0,1600130175
7217879,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Military Forces of the United States (2017-),Global Coalition Against Daesh; Labour Group (Iraq),Middle East,Iraq,Babylon,Mahawil,,Jabla al Imam,32.66,44.5,Shafaaq News; Yaqein; Al Sumaria TV,"On 7 September 2020, an unidentified armed group exploded an IED targeting the supplies of the international coalition led by the United States of America at a highway in the Jabla area in Babylon governorate and adjacent to the Baghdad border (near Al Yusufiyah).",0,1600130175
7217880,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq),,,Middle East,Iraq,Baghdad,Karkh,,Baghdad - Karkh,33.3164,44.4039,Yaqein; Sotaliraq; Al Mada,"On 7 September 2020, dozens of doctors organized a demonstration in the capital, Baghdad, in front of the Ministry of Health building, to demand the appointment of graduates of the medical group for the year 2019 and the launch of the granting of documents to graduates without restrictions or conditions, especially in light of the shortage of health care workers because of the coronavirus. [size=dozens]",0,1600130175
7217881,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Iraq),,Military Forces of Iraq (2020-) Counter-Terrorism Service,,Middle East,Iraq,Anbar,Falluja,,Karma,33.4266,43.9347,Xinhua; Liveuamap; BBC News,"On 7 September 2020, IS exploded an IED targeting CTS forces near the town of Karma near the city of Fallujah, Anbar, during an operation. CTS arrested 2 IS militants, while IS claimed that the IED alleged killed 4 and wounded 3.",4,1600130175
7217893,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,Baghdad Today; Rudaw; Liveuamap,"On 7 September 2020, Turkish forces conducted airstrikes in several villages in the Amadiya region, Dahuk, setting mountains and trees on fire. No fatalities occurred.",0,1600130175
7217999,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Military Forces of Iraq (2020-) Popular Mobilization Forces,,,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Al Ahad TV,"On 6 September 2020, a number of PMF members organized a protest in the city of Baghdad demanding delayed payments. [size=no report]",0,1600130176
7218258,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Diyala,Khalis,,Al Salam,33.8275,44.5203,Yaqein,"On 6 September 2020, the people of Al-Salam sub-district blocked a service road in Al-Salam district, 25 km east of Baquba, Diyala, in an organized demonstration against the deterioration of electricity in the district. [size=no report]",0,1600130176
7218017,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 6 September 2020, a number of Internet agents in Al-Muthanna governorate organized a stand in front of the Postal Directorate in As Samawah City to protest against the raising of Internet prices by the Ministry of Communications and Earth Link. [size=no report]",0,1600130176
7218018,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Suq Al-Shoyokh,,Nahiyat al Fuhud,30.9697,46.7228,Al Mirbad,"On 6 September 2020, dozens of protesters in Nahiyat al Fuhud district, affiliated to Thi Qar governorate, organized a demonstration rejecting the naming of a new head of the judiciary and demanding the naming of a non-partisan figure. [size=dozens]",0,1600130176
7218019,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 6 September 2020, a number of employees and truck drivers of the Land Transport Company in the city of Basrah organized a protest stand inside the company's headquarters, rejecting the decision to change the company's current director. [size=no report]",0,1600130176
7218020,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 6 September 2020, a number of oil engineering graduates in the city of Basrah organized a demonstration in front of the Basrah Oil Company headquarters to demand that they be appointed within the 30,000 job ranks, similar to their peers in the governorate center. [size=no report]",0,1600130176
7218021,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Private Security Forces (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 6 September 2020, a number of antiquities guards in Muthanna, who were transferred from the Ministry of Industry and Minerals, organized a protest stand inside their directorate building in As Samawah City, to demand the lifting of their job placement. [size=no report]",0,1600130176
7218022,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Prisoners (Iraq),,,Middle East,Iraq,Thi-Qar,Suq Al-Shoyokh,,Tal al-Laham,30.8306,46.3625,Al Mirbad,"On 6 September 2020, dozens of Rafha detainees and political prisoners in Thi Qar governorate organized a protest stand on the highway in the Tal al-Laham area, south of the governorate, to demand their material and moral rights. [size=dozens]",0,1600130176
7218023,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Muthanna,As Samawah,,As Suwayr,31.3,45.41,Al Mirbad,"On 6 September 2020, a number of residents of As Suwayr in Al-Muthanna Governorate demonstrated in front of the Al-Qaim Maqamah building in the city to demand improvement of basic services in the district's areas, especially in the sectors of electricity, municipality, health, roads, and accountability of officials in the district. [size=no report]",0,1600130176
7218024,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 6 September 2020, dozens of lecturers and contract-based employees at Thi Qar University organized a protest stand in front of the university building in Nassriya City to demand delayed payments and the provision of job grades on the permanent staff. [size=dozens]",0,1600130176
7218025,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Basrah,Al Midaina,,Al Midaina,30.941,47.2644,Al Mirbad,"On 6 September 2020, a person was injured by bullets as a result of an armed tribal clash between members of the same tribe in an area of Al Midaina district, Basrah.",0,1600130176
7218026,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 6 September 2020, a number of contractors with the Basrah Oil Tanker Company and the Arab Petroleum Company (headquartered in Egypt) organized a protest in front of the company's headquarters in Basrah City, demanding the necessity of disbursing their full financial dues 5 months ago that were discontinued due to their return to Iraq as a cause of coronavirus precautions. [size=no report]",0,1600130176
7218027,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Baghdad,Karkh,,Baghdad - Karkh,33.3164,44.4039,Al Mirbad,"On 6 September 2020, dozens of holders of higher degrees renewed a central demonstration in the capital, Baghdad - Karkh in the Alawi region, to demand employment and job opportunities. [size=dozens]",0,1600130176
7218028,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 6 September 2020, dozens of protesters demonstrated in Thi Qar governorate at the Nassriya City sit-in square to demand the completion of the provisions of the election law and accountability for the killing of protesters. [size=dozens]",0,1600130176
7218061,1,TAS,Violence against civilians,Attack,Yazidi Militia (Iraq),,Civilians (Iraq),Al Shammar Tribal Group (Iraq),Middle East,Iraq,Ninewa,Sinjar,,Sinjar,36.2955,41.8932,All Iraq News Agency,"On 6 September 2020, gunmen suspected to be Yazidi, killed two young men from the Shammar tribe in the Sinjar district, west of Mosul. Four Yazidi men were arrested in relation to the killing.",2,1600130176
7217863,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (Iraq),,Civilians (Iraq),,Middle East,Iraq,Kirkuk,Daquq,,Bashir,35.2422,44.2738,Al Mada; Liveuamap; Al Sumaria TV; National Iraqi News Agency; Al Maloomah; Shafaaq News; Sotaliraq; Patriotic Union of Kurdistan,"On 6 September 2020, a civilian, and the son a prominent religious figure, was killed by the fall of a mortar shell fired by IS militants on the town of Kasbah Bashir, in the Taza district, Kirkuk, near the football stadium.",1,1600130175
7217864,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,,,Middle East,Iraq,Baghdad,Baghdad,,Baghdad International Airport,33.2619,44.2338,Al Maloomah; Liveuamap; Watan (Iraq); Yaqein; All Iraq News Agency; Al Mirbad; Shafaaq News; Xinhua; National Iraqi News Agency; Patriotic Union of Kurdistan; Sotaliraq; ROJ News; Basnews; Al Sumaria TV; Radio Nawa; Rudaw; Baghdad Today; Baghdad Post; Kurdistan24,"On 6 September 2020, 3 Katyusha rockets fell on Baghdad International Airport, damaging 4 civilian vehicles. Sources reported that there were no fatalities.",0,1600130175
7217865,1,TAS,Riots,Violent demonstration,Rioters (Iraq),,,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad; Yaqein,"On 6 September 2020, dozens of residents of the Aker area in the city of Nassriya, Thi Qar, demonstrated in front of the Water Department against the continuing water scarcity crisis and demanded a solution to the crisis by operating water projects for the area. Rioters burned tires and closed the entrance to the circuit in an escalation of the demonstration. [size=dozens]",0,1600130175
7218121,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,Shafaaq News,"On 6 September 2020, Turkish warplanes bombed the vicinity of Mazi village, east of Amadiya district, north of Dohuk governorate, setting fire to large agricultural areas.",0,1600130176
7217866,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Watan (Iraq); Al Mirbad,"On 6 September 2020, dozens of lecturers, literacy lecturers, and old lecturers in Thi Qar Governorate demonstrated in front of the Education Department in Nassriya City, to demand that they be included in the appointment ranks from those whose names appeared in the electronic lottery from the first meal according to the Ministry of Education's controls. [size=dozens]",0,1600130175
7217867,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq),,,Middle East,Iraq,Baghdad,Karkh,,Baghdad - Karkh,33.3164,44.4039,BBC News; Al Mirbad; Yaqein; Sotaliraq; Al Mada,"On 6 September 2020, dozens of doctors organized a demonstration in the capital, Baghdad, in front of the Ministry of Health building, to demand the appointment of graduates of the medical group for the year 2019 and the launch of the granting of documents to graduates without restrictions or conditions, especially in light of the shortage of health care workers because of the coronavirus. [size=dozens]",0,1600130175
7217868,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Muthanna,Al Khidhir,,Al Tawba,31.352,45.482,Al Mirbad; Yaqein,"On 6 September 2020, residents of Al Tawba village organized a demonstration in Al Tawba village, Muthanna, to demand improvement of the public services, including renovating the health center, operating the water pumping station, and repairing the road linking their area to the district. [size=no report]",0,1600130175
7217869,1,TAS,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Saraya Ansar al-'Aqeeda,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Jalawla,34.273,45.1662,Basnews; National Iraqi News Agency; Al Sumaria TV; Baghdad Today; ROJ News; Shafaaq News,"On 6 September 2020, the forces of the 28th Brigade (Saraya Ansar al-'Aqeeda) of the Popular Mobilization Forces were able to defeat the remnants of IS militants that launched an attack on the brigade units north of Khanaqin in Gulala (Jalawla), Diyala. The attack resulted in the killing of a commander of the 28th Brigade and a civilian was injured.",1,1600130175
7217870,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Diyala,Muqdadiyah,,Al Wajihiyah,33.95,44.9833,Baghdad Post; Al Ahad TV; Yaqein; Basnews,"On 6 September 2020, hundreds of demonstrators in Diyala organized a demonstration cutting the main highway connecting Baquba and Khanaqin in Nahiyat al Wajihiyah, demanding improved basic public services and job opportunities. [size=hundreds]",0,1600130175
